header			
f42c15	0	1	10.10999966
f42c15	0	2	10.10999966
e18527	0	1	0.697491467
e18527	0	2	0.696227431
e18527	0	3	0.695216119
e18527	0	4	0.69478786
e18527	0	5	0.69454056
e18527	0	6	0.694158018
e18527	0	7	0.694442153
e18527	0	8	0.693742156
e18527	0	9	0.693429232
e18527	0	10	0.692799866
e18527	0	11	0.692018986
e18527	0	12	0.692714095
e18527	0	13	0.690354347
e18527	0	14	0.691290855
e18527	0	15	0.689419508
e18527	0	16	0.689347744
e18527	0	17	0.688528419
e18527	0	18	0.687161386
e18527	0	19	0.687182009
e18527	0	20	0.68534416
e18527	0	21	0.683707237
e18527	0	22	0.681227505
e18527	0	23	0.677365005
e18527	0	24	0.681913316
e18527	0	25	0.677139461
e18527	0	26	0.676544726
e18527	0	27	0.674940109
e18527	0	28	0.669984818
e18527	0	29	0.670266032
e18527	0	30	0.660690367
e18527	0	31	0.657399714
e18527	0	32	0.653737366
e18527	0	33	0.647916257
e18527	0	34	0.649181008
e18527	0	35	0.636825144
e18527	0	36	0.617249668
e18527	0	37	0.634472787
e18527	0	38	0.624000609
e18527	0	39	0.613717914
e18527	0	40	0.636570871
e18527	0	41	0.596464396
e18527	0	42	0.614808679
e18527	0	43	0.592914402
e18527	0	44	0.580717385
e18527	0	45	0.585123539
e18527	0	46	0.578890383
e18527	0	47	0.599864423
e18527	0	48	0.546783864
e18527	0	49	0.558114588
e18527	0	50	0.560256541
e18527	0	51	0.552028596
e18527	0	52	0.545895457
e18527	0	53	0.538517356
e18527	0	54	0.547652364
e18527	0	55	0.534679294
e18527	0	56	0.605601907
e18527	0	57	0.527589083
e18527	0	58	0.523476124
e18527	0	59	0.529528856
e18527	0	60	0.506363451
e18527	0	61	0.521907449
e18527	0	62	0.479663998
e18527	0	63	0.541345239
e18527	0	64	0.522114217
e18527	0	65	0.480747283
e18527	0	66	0.467047811
e18527	0	67	0.450391382
e18527	0	68	0.464131504
e18527	0	69	0.535790503
e18527	0	70	0.453072637
e18527	0	71	0.46225217
e18527	0	72	0.465736866
e18527	0	73	0.440949351
e18527	0	74	0.446239799
e18527	0	75	0.451625198
e18527	0	76	0.473636448
e18527	0	77	0.416884512
e18527	0	78	0.419220179
e18527	0	79	0.477569371
e18527	0	80	0.402786583
e18527	0	81	0.395134121
e18527	0	82	0.373053282
e18527	0	83	0.422391534
e18527	0	84	0.404158682
e18527	0	85	0.387947619
e18527	0	86	0.340969384
e18527	0	87	0.396416545
e18527	0	88	0.353037924
e18527	0	89	0.327207506
e18527	0	90	0.381781042
e18527	0	91	0.362513393
e18527	0	92	0.311468869
e18527	0	93	0.313244969
e18527	0	94	0.353973269
e18527	0	95	0.372657686
e18527	0	96	0.28999877
e18527	0	97	0.328679949
e18527	0	98	0.297984928
e18527	0	99	0.3407031
e18527	0	100	0.310167313
e18527	0	101	0.3347812
e18527	0	102	0.326957166
e18527	0	103	0.28502804
e18527	0	104	0.316260099
e18527	0	105	0.315843105
e18527	0	106	0.311549872
e18527	0	107	0.264430076
e18527	0	108	0.249568298
e18527	0	109	0.254174471
e18527	0	110	0.333534092
e18527	0	111	0.293218434
e18527	0	112	0.262816548
e18527	0	113	0.292452961
e18527	0	114	0.272714406
e18527	0	115	0.327707291
e18527	0	116	0.218794078
e18527	0	117	0.227167696
e18527	0	118	0.245902225
e18527	0	119	0.267837286
e18527	0	120	0.189360678
e18527	0	121	0.245520994
e18527	0	122	0.294652194
e18527	0	123	0.255201697
e18527	0	124	0.216718957
e18527	0	125	0.222848952
e18527	0	126	0.224390984
e18527	0	127	0.268417925
e18527	0	128	0.298184127
e18527	0	129	0.285220534
e18527	0	130	0.277465612
e18527	0	131	0.252552539
e18527	0	132	0.21776922
e18527	0	133	0.223992482
e18527	0	134	0.307837993
e18527	0	135	0.38619256
e18527	0	136	0.23993513
e18527	0	137	0.225915194
e18527	0	138	0.249811515
e18527	0	139	0.190191999
e18527	0	140	0.218252212
e18527	0	141	0.251969963
e18527	0	142	0.238813728
e18527	0	143	0.26013267
e18527	0	144	0.248696357
e18527	0	145	0.255351692
ae29bd	0	1	10.10999966
ae29bd	0	2	10.10999966
eebb0e	0	1	0.696084976
eebb0e	0	2	0.694846392
eebb0e	0	3	0.691574395
eebb0e	0	4	0.691318393
eebb0e	0	5	0.691684783
eebb0e	0	6	0.689064562
eebb0e	0	7	0.686702609
eebb0e	0	8	0.68660599
eebb0e	0	9	0.687769055
eebb0e	0	10	0.682757974
eebb0e	0	11	0.684635639
eebb0e	0	12	0.679794014
eebb0e	0	13	0.680641234
eebb0e	0	14	0.679719865
eebb0e	0	15	0.681614697
eebb0e	0	16	0.679546833
eebb0e	0	17	0.674749613
eebb0e	0	18	0.67566812
eebb0e	0	19	0.676615536
eebb0e	0	20	0.669400632
eebb0e	0	21	0.666305006
eebb0e	0	22	0.671340942
eebb0e	0	23	0.665957212
eebb0e	0	24	0.664172173
eebb0e	0	25	0.662207961
eebb0e	0	26	0.661459684
eebb0e	0	27	0.656588137
eebb0e	0	28	0.651015162
eebb0e	0	29	0.646634996
eebb0e	0	30	0.648766696
eebb0e	0	31	0.641972065
eebb0e	0	32	0.650329649
eebb0e	0	33	0.632931828
eebb0e	0	34	0.629587114
eebb0e	0	35	0.636961341
eebb0e	0	36	0.625877857
eebb0e	0	37	0.615355551
eebb0e	0	38	0.609572589
eebb0e	0	39	0.618992507
eebb0e	0	40	0.637482524
eebb0e	0	41	0.611418128
eebb0e	0	42	0.61123395
eebb0e	0	43	0.601617992
eebb0e	0	44	0.587818265
eebb0e	0	45	0.577805758
eebb0e	0	46	0.598800004
eebb0e	0	47	0.578831017
eebb0e	0	48	0.565809369
eebb0e	0	49	0.58107394
eebb0e	0	50	0.596330881
eebb0e	0	51	0.585802138
eebb0e	0	52	0.554244459
eebb0e	0	53	0.583184123
eebb0e	0	54	0.58903867
eebb0e	0	55	0.591117978
eebb0e	0	56	0.570187986
eebb0e	0	57	0.56651032
eebb0e	0	58	0.539985597
eebb0e	0	59	0.511214435
eebb0e	0	60	0.525973618
eebb0e	0	61	0.550609112
eebb0e	0	62	0.52585721
eebb0e	0	63	0.540915847
eebb0e	0	64	0.530288458
eebb0e	0	65	0.493580818
eebb0e	0	66	0.493163913
eebb0e	0	67	0.533567429
eebb0e	0	68	0.49497661
eebb0e	0	69	0.504589975
eebb0e	0	70	0.522389233
eebb0e	0	71	0.524903476
eebb0e	0	72	0.478806257
eebb0e	0	73	0.440606654
eebb0e	0	74	0.492200494
eebb0e	0	75	0.507408977
eebb0e	0	76	0.475706458
eebb0e	0	77	0.481047988
eebb0e	0	78	0.500407934
eebb0e	0	79	0.447761863
eebb0e	0	80	0.434411615
eebb0e	0	81	0.464021146
eebb0e	0	82	0.464883268
eebb0e	0	83	0.415532172
eebb0e	0	84	0.415322423
eebb0e	0	85	0.457016677
eebb0e	0	86	0.425332189
eebb0e	0	87	0.411667615
eebb0e	0	88	0.381655902
eebb0e	0	89	0.424194962
eebb0e	0	90	0.423568308
eebb0e	0	91	0.406482428
eebb0e	0	92	0.372474432
eebb0e	0	93	0.445210487
eebb0e	0	94	0.430684626
eebb0e	0	95	0.353513151
eebb0e	0	96	0.343631536
eebb0e	0	97	0.34793365
eebb0e	0	98	0.388576746
eebb0e	0	99	0.345556259
eebb0e	0	100	0.357803583
eebb0e	0	101	0.353192389
eebb0e	0	102	0.319523782
eebb0e	0	103	0.352294654
eebb0e	0	104	0.366684914
eebb0e	0	105	0.413636327
eebb0e	0	106	0.349577308
eebb0e	0	107	0.382350057
eebb0e	0	108	0.333256274
eebb0e	0	109	0.321398765
eebb0e	0	110	0.356964231
eebb0e	0	111	0.345901906
eebb0e	0	112	0.363800287
eebb0e	0	113	0.420138627
eebb0e	0	114	0.282710433
eebb0e	0	115	0.289394736
eebb0e	0	116	0.286445588
eebb0e	0	117	0.29762274
eebb0e	0	118	0.286125422
eebb0e	0	119	0.289349139
